,text,kalimat_clean,kalimat_en,sentiment,sentiment_label
127,"@brigitiritimiri waww semangat hunting kos gitt
aku dulu nyari di ig sama mami kost sih. segitu mungkin bs dpt 800-an",brigitiritimiri waww semangat hunting kos gitt nyari ig mami kost sih segitu bs dpt,brigitiritimiri waww the spirit of hunting kos gitt nyari ig mami kost sih segitu bs dpt,0.0,netral
128,"kok sotoy bgt potong rambut deweeee. seperti logo mami kos. 
untung rambutku keriwul jadi ga keliatan klo ga rata h… https://t.co/htrp35smwd",sotoy bgt potong rambut deweeee logo mami kos untung rambutku keriwul ga keliatan klo ga rata ,"sotoy, I cut my hair, deweeee, mami's logo, it's good that my hair is curly, I don't see it when it's not flat",0.35624999999999996,positif
129,ini alice apa mami kos https://t.co/sh1kuevuly,alice mami kos ,alice mami kos,0.0,netral
130,ada yg tau ga nyari kosan selain lewat mami kos bisa lewat man lagi ya,yg tau ga nyari kosan mami kos man,"those who know aren't looking for a boarding house, mami, boarding house man",0.0,netral
131,"biasanya anak kos nih asupan sayur dan buahnya kurang, makanya mami mau tantang kamu supaya hari ini makan buah dan… https://t.co/ngdonohkyz",anak kos nih asupan sayur buahnya mami tantang makan buah ,"this boarding house's child intake of vegetables and fruit, mommy challenges eating fruit",0.0,netral
132,"@aufaapr @sappkitb halo kak, sorry ya kontaknya udah hilang karena handphone sempet kereset, tapi coba aja cari di… https://t.co/xxmdimj3cd",aufaapr sappkitb kak sorry kontaknya udah hilang handphone sempet kereset coba aja cari ,"aufaapr sappkitb sis, sorry the contact has been lost, the phone has been reset, just try to find it",-0.5,negatif
133,"@littrestar @qyeongjun gw kaga punya kos, lagipula gw bukan mami mami tut",littrestar qyeongjun gw kaga kos lagipula gw mami mami tut,"littrestar qyeongjun, I don't have a fee, after all, I'm mommy mommy tut",0.0,netral
134,"mampus ga tuh pas liat kos katanya diliatin kamarnya harga kosnya semua kamar 1 jt , ini bapak penjaganya 

pas cha… https://t.co/dd82cws81l",mampus ga tuh pas liat kos diliatin kamarnya harga kosnya kamar jt penjaganya pas ,"Is it dead when you see the boarding house, you see the room, the price of the boarding house is the guard room is right",0.042857142857142844,positif
135,"jog oktober nanti aku ke jogja untuk kuliah offline. tpi tekan saiki sek binggung luru kos, tanya kating angel kabe… https://t.co/whnvxv9pb0",jog oktober jogja kuliah offline tpi tekan saiki sek binggung luru kos kating angel ,jog oktober jogja kuliah offline tpi tekan saiki sek binggung luru kos kating angel,0.0,netral
136,"@bbbbbotak dari mami kos sama kalo nyari langsung selisihnya jauh gak mas.

kalo biaya hidup murah harga segitu nge… https://t.co/ijct1qnflm",bbbbbotak mami kos kalo nyari selisihnya gak mas kalo biaya hidup murah harga segitu ,"bbbbbotak mami, if you're looking for the difference, it's okay if the cost of living is cheap, that's the price",0.45,positif
137,sdf! info kos sama harganyaa (yg gaada jam malam) bebas dimana *aku tanya ke kalian rek jgn suru buka mami kos😊,sdf info kos harganyaa yg gaada jam malam bebas dimana rek jgn suru buka mami,"sdf info on the cost of the price, which doesn't have a free curfew where friends don't have to open mami",0.2,positif
138,"gegara nyeritain dulu pernah ditegor sm bapak kos gegara ada rokok di kamar ""mba, saya tdk respek sm wanita perokok… https://t.co/1ymwfkcrgg",gegara nyeritain ditegor sm kos gegara rokok kamar mba tdk respek sm wanita ,gegara nyeritain ditegor sm kos gegara rokok kamar mba disrespect sm wanita,0.0,netral
139,@sbyfess mami kos. lek golek kos cowo sby timur dm ae nder, mami kos lek golek kos cowo sby timur dm ae nder,mami kos lek golek kos cowo sby timur dm ae nder,0.0,netral
140,"@kosmamitw ⠀    [16/09/2021]
⠀ ⠀hai, mami !
⠀    dubu mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/l5jxgey3ux",kosmamitw mami dubu bayar kos nih udah bayar diusir ,"kosmamitw mami dubu paid for the cost, already paid and was expelled",0.0,netral
141,"@archivenona haha iyah yah, anak mami kos kayaknya sudah kuat 🥰",archivenona haha iyah yah anak mami kos kayaknya kuat,archivenona haha ​​yeah yeah mommy's son seems to be strong,0.31666666666666665,positif
142,#mmfact cix yun adalah anak kos kesayangan mami dan bapak.,mmfact cix yun anak kos kesayangan mami,mmfact cix yun anak kos kesayangan mami,0.0,netral
143,@hehupil atau cari di mami kos,hehupil cari mami kos,hehupil cari mami kos,0.0,netral
144,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    jyo mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya 🥺

[… https://t.co/iqqsdii8yn",kosmamitw mami jyo bayar kos nih udah bayar diusir ,"kosmamitw mami jyo paid the cost, already paid and was evicted",0.0,netral
145,"@kosmamitw ⠀    [16/09/2021]
⠀ ⠀hai, mami !
⠀    zeva mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/6qij1zlrjw",kosmamitw mami zeva bayar kos nih udah bayar diusir ,"kosmamitw mami zeva paid for this fee, it's been expelled",0.0,netral
146,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    mogu mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/y402g7ri2k",kosmamitw mami mogu bayar kos nih udah bayar diusir ,"kosmamitw mami mogu to pay for this fee, it's already been paid to be evicted",0.0,netral
147,"@kosmamitw formatnya:

⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    yoojeong mau bayar kos nih...  
⠀    udah bayar, janga… https://t.co/katjo4h3qz",kosmamitw formatnya mami yoojeong bayar kos nih udah bayar ,"kosmamitw, the format is mami yoojeong, I paid the cost, I already paid",0.0,netral
148,@thisissyayang siap mami kos🙏🏻,thisissyayang mami,thisissyayang mami,0.0,netral
149,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    sally mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/uryxlrr9tf",kosmamitw mami sally bayar kos nih udah bayar diusir ,"kosmamitw mami sally paid for the boarding fee, it's been expelled",0.0,netral
150,@thisissyayang ini aku manggilnya ibu kos ato mami kos,thisissyayang manggilnya kos ato mami kos,thisissya who calls him kos or mami kos,0.0,netral
151,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    yeo mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya

[… https://t.co/4xjq7wi6g9",kosmamitw mami yeo bayar kos nih udah bayar diusir ,"kosmamitw mami yeo paid the cost, already paid and was evicted",0.0,netral
152,"@kosmamitw formatnya:

⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    mou mau bayar kos nih...  
⠀    udah bayar, jangan diu… https://t.co/pphpwd4zdu",kosmamitw formatnya mami mou bayar kos nih udah bayar ,"kosmamitw, the format is mami, you want to pay the cost, I already paid",0.0,netral
153,"@kosmamitw formatnya:

⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    juwii mau bayar kos nih...  
⠀    udah bayar, jangan d… https://t.co/amcczknu7u",kosmamitw formatnya mami juwii bayar kos nih udah bayar ,"kosmamitw the format is mami juwii, I paid the cost, I already paid",0.0,netral
154,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    chaeng mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/gkc1jjyzpz",kosmamitw mami chaeng bayar kos nih udah bayar diusir ,"kosmamitw mami chaeng paid for this fee, already paid for being expelled",0.0,netral
155,"@kosmamitw ⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    jelay mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/qzwyvoq62v",kosmamitw mami jelay bayar kos nih udah bayar diusir ,"kosmamitw mami, it's time to pay for boarding, it's already paid for being expelled",0.0,netral
156,"formatnya:

⠀    [15/09/2021]
⠀ ⠀hai, mami !
⠀    tasya mau bayar kos nih...  
⠀    udah bayar, jangan diusir ya🥺… https://t.co/uxsnytaqxo",formatnya mami tasya bayar kos nih udah bayar diusir ,"The format is mami tasya, I paid for the cost, I've already paid and evicted",0.0,netral
157,"rt @mamikosapp: mami ingetin lagi #jangankendor untuk jaga protokol kesehatan ke manapun dan di manapun kamu berada yaa, ges. jangan lupa s…", mamikosapp mami ingetin jangankendor jaga protokol kesehatan manapun manapun yaa ges lupa,"mamikosapp mami remember, don't be lazy, take care of any health protocols, don't forget",-0.25,negatif
158,"@fuurreell @candrakupo coba cek ""mami kos""",fuurreell candrakupo coba cek mami kos,fuurreell candrakupo try check mami kos,0.0,netral
159,@worksfess mami kos coba,worksfess mami kos coba,worksfess mami kos try,0.0,netral
160,@shinyuvna yaudah besok unnie ingetin biar ga telaaaat :c kalo telat unnie ngomel-ngomel kayak mami kos :&gt;,shinyuvna yaudah besok unnie ingetin biar ga telaaaat kalo telat unnie kayak mami kos gt,"shinyuvna okay tomorrow, unnie remind me so you're not late if you're late, unnie is like a boarding house mommy",0.11666666666666668,positif
161,"keinget pas itu. mamiku mau ke kos, trus aku disuruh jemput di stasiun jam set 5 pagi. aku jam 1 pagi masi nongkron… https://t.co/rrkzwvzc7t",keinget pas mamiku kos trus disuruh jemput stasiun jam set pagi jam pagi masi ,I remember when my mom was boarding a boarding house and then I was told to pick up the station at the set time of the morning still in the morning,0.0,netral
162,"liburan selesaii, kembali menjadi istri sholehot sekaligus mami kost &amp; mbak dimsum :’))",liburan selesaii istri sholehot mami kost amp mbak dimsum,"Finish the holiday, wife, sholehot, boarding house & Ms. Dimsum",0.0,netral
163,"@brigitiritimiri waww semangat hunting kos gitt
aku dulu nyari di ig sama mami kost sih. segitu mungkin bs dpt 800-an",brigitiritimiri waww semangat hunting kos gitt nyari ig mami kost sih segitu bs dpt,brigitiritimiri waww the spirit of hunting kos gitt nyari ig mami kost sih segitu bs dpt,0.0,netral
164,nyari info kost selain mami kost apa yaaa?,nyari info kost mami kost yaaa,looking for info on boarding mommy boarding house yaa,0.0,netral
165,@uinwsfess mami kost coba,uinwsfess mami kost coba,uinwsfess mami boarding house try,0.0,netral
166,"@vanillamarke coba deh di mami kost atau blusukan sebentar, nny2 pasti nemu byk",vanillamarke coba deh mami kost blusukan sebentar nemu byk,"Vanillamarke, try it, mami, boarding house, blusukan for a while, find a lot",0.0,netral
167,@aniscarhy dah nyoba nyari di mami kost belum?,aniscarhy dah nyoba nyari mami kost,aniscarhy has tried to find a boarding house mom,0.0,netral
168,nyari kosan di daerah margonda depok dan sekitarnya pake aplikasi mami kost juga gak semudah itu karena nyesuain te… https://t.co/gle1oediek,nyari kosan daerah margonda depok pake aplikasi mami kost gak semudah nyesuain ,Finding a boarding house in the Margonda Depok area using the boarding house application is not as easy as adjusting it,0.43333333333333335,positif
169,"@jogmfs cek di aplikasi mami kost aja
sesuain sm daerah nya", cek aplikasi mami kost aja sesuain sm daerah,Just check the boarding house application according to the area,0.0,netral
170,"mampus ga tuh pas liat kos katanya diliatin kamarnya harga kosnya semua kamar 1 jt , ini bapak penjaganya 

pas cha… https://t.co/dd82cws81l",mampus ga tuh pas liat kos diliatin kamarnya harga kosnya kamar jt penjaganya pas ,"Is it dead when you see the boarding house, you see the room, the price of the boarding house is the guard room is right",0.042857142857142844,positif
171,@enzaaofc_ coba cari di mami kost enzaa,coba cari mami kost enzaa,try looking for mama boarding enzaa,0.0,netral
172,@um_fess cek di apk mami kost coba,cek apk mami kost coba,check the apk mami boarding try,0.0,netral
173,@ntet__ haha ayok lagi ❤️❤️ awalnya sebel macam di buat anak mami sama security nya kost aku ternyata wkwkwkwk ada udang di balik udang 🤣,haha ayok sebel anak mami security kost  udang udang,"haha, let's be annoying, mami's child security, prawn boarding house",-0.30000000000000004,negatif
174,@hrdbacot mami kost segera daftar akun linked wkwk,hrdbacot mami kost daftar akun linked ,hrdbacot mami boarding account list linked,0.0,netral
175,ada yg pernah sewa kost lewat mami kost tidak?,yg sewa kost mami kost,"the one who rents the boarding house, mommy boarding house",0.0,netral
176,jog ada cewe yang kost di bantul ga ya? kalo ada rep dong kalo cocok mau kost disitu jg nyari di mami kost gada yang cocok:(,jog cewe kost bantul ga kalo rep kalo cocok kost disitu jg nyari mami kost gada cocok,"Jog, a boarding house girl, can you help if the rep is suitable, the boarding house is there, looking for a boarding house mami, doesn't match",0.55,positif
